,foot_start_index,foot_end_index,head_speed_zero_index,head_speed_max_index,head_speed_max_to_foot_end_time,net_start_index,net_speed_max_index,stair_type,walk_speed
441,1.166655,1.8888699999999998,0.5999939999999999,0.155554,0.566661,0.211109,0.244442,stair1,100
494,1.188877,1.933314,0.44443999999999995,0.155554,0.5888829999999999,0.211109,0.277775,stair1,100
495,1.844426,2.533308,0.44443999999999995,0.16666499999999998,0.5222169999999999,0.266664,0.311108,stair1,100
496,0.644438,1.366653,0.44443999999999995,0.177776,0.544439,0.11110999999999999,0.277775,stair1,100
498,0.711104,1.3110979999999999,0.388885,0.05555499999999999,0.544439,0.122221,0.19999799999999998,stair1,100
499,1.266654,1.933314,0.411107,0.133332,0.533328,0.211109,0.266664,stair1,100
500,0.7444369999999999,1.355542,0.355552,0.066666,0.544439,0.122221,0.16666499999999998,stair1,100
501,1.2777649999999998,1.9666469999999998,0.47777299999999995,0.177776,0.511106,0.255553,0.29999699999999996,stair1,100
502,0.7444369999999999,1.455541,0.43332899999999996,0.155554,0.55555,0.133332,0.277775,stair1,100
503,1.377764,2.066646,0.44443999999999995,0.16666499999999998,0.5222169999999999,0.266664,0.288886,stair1,100
504,0.6666599999999999,1.399986,0.44443999999999995,0.16666499999999998,0.566661,0.23333099999999998,0.277775,stair1,100
505,1.3333199999999998,2.011091,0.47777299999999995,0.155554,0.5222169999999999,0.255553,0.29999699999999996,stair1,100
506,0.766659,1.422208,0.344441,0.09999899999999999,0.55555,0.133332,0.19999799999999998,stair1,100
560,0.36666299999999996,1.166655,0.311108,0.16666499999999998,0.633327,0.22221999999999997,0.311108,stair1,100
561,1.1222109999999998,1.799982,0.29999699999999996,0.066666,0.611105,0.133332,0.566661,stair1,100
26,2.0333129999999997,3.122191,0.6555489999999999,0.144443,0.9444349999999999,0.266664,0.39999599999999996,stair2,50
27,3.166635,4.266624,0.8777689999999999,0.088888,1.011101,0.077777,0.377774,stair2,50
28,1.744427,2.8777489999999997,0.7222149999999999,0.144443,0.988879,0.266664,0.388885,stair2,50
29,2.844416,3.955516,0.688882,0.122221,0.988879,0.322219,1.088878,stair2,50
30,2.266644,3.433299,0.633327,0.188887,0.977768,0.311108,0.44443999999999995,stair2,50
31,3.4555209999999996,4.533288,0.844436,0.255553,0.822214,0.29999699999999996,0.388885,stair2,50
32,2.288866,3.422188,0.7888809999999999,0.155554,0.977768,0.29999699999999996,1.0999889999999999,stair2,50
33,3.433299,4.588843,0.77777,0.09999899999999999,1.055545,0.29999699999999996,0.388885,stair2,50
34,2.388865,3.6666299999999996,0.6555489999999999,0.177776,1.0999889999999999,0.29999699999999996,0.6555489999999999,stair2,50
35,3.655519,4.899951,0.844436,0.23333099999999998,1.011101,0.311108,0.344441,stair2,50
36,1.9666469999999998,3.288856,0.755548,0.211109,1.1111,0.33332999999999996,1.2777649999999998,stair2,50
37,3.3110779999999997,4.533288,0.77777,0.16666499999999998,1.055545,0.05555499999999999,0.05555499999999999,stair2,50
112,1.5222069999999999,2.5555299999999996,0.11110999999999999,0.355552,0.677771,0.29999699999999996,0.9999899999999999,stair2,50
113,2.799972,3.711074,0.11110999999999999,0.344441,0.566661,0.33332999999999996,0.43332899999999996,stair2,50
168,0.688882,1.5444289999999998,0.5999939999999999,0.33332999999999996,0.5222169999999999,0.23333099999999998,0.33332999999999996,stair2,50
169,1.7555379999999998,2.44442,0.55555,0.066666,0.622216,0.033333,0.133332,stair2,50
222,1.299987,2.466642,0.844436,0.22221999999999997,0.9444349999999999,0.322219,0.622216,stair2,50
223,2.499975,3.711074,0.833325,0.22221999999999997,0.988879,0.533328,0.633327,stair2,50
224,1.2777649999999998,2.4110869999999998,0.77777,0.155554,0.977768,0.29999699999999996,0.44443999999999995,stair2,50
225,2.422198,3.588853,0.8111029999999999,0.19999799999999998,0.966657,0.47777299999999995,0.5222169999999999,stair2,50
226,1.266654,2.388865,0.77777,0.16666499999999998,0.9555459999999999,0.288886,0.46666199999999997,stair2,50
227,2.3999759999999997,3.6777409999999997,0.899991,0.244442,1.033323,0.5222169999999999,0.633327,stair2,50
228,1.322209,2.633307,0.833325,0.19999799999999998,1.1111,0.322219,0.5999939999999999,stair2,50
229,2.6110849999999997,3.7888509999999997,0.844436,0.211109,0.966657,0.511106,0.5888829999999999,stair2,50
230,1.355542,2.588863,0.855547,0.22221999999999997,1.011101,0.33332999999999996,0.5222169999999999,stair2,50
231,2.577752,3.744407,0.833325,0.19999799999999998,0.966657,0.47777299999999995,0.49999499999999997,stair2,50
232,1.22221,2.477753,0.8666579999999999,0.155554,1.0999889999999999,0.33332999999999996,0.5999939999999999,stair2,50
233,2.433309,3.6110749999999996,0.822214,0.211109,0.966657,0.46666199999999997,0.544439,stair2,50
234,1.244432,2.599974,0.8777689999999999,0.188887,1.166655,0.377774,0.688882,stair2,50
235,2.6110849999999997,3.811073,0.899991,0.344441,0.855547,0.533328,0.6666599999999999,stair2,50
236,1.422208,2.655529,0.911102,0.33332999999999996,0.899991,0.377774,0.688882,stair2,50
237,2.699973,3.8332949999999997,0.833325,0.16666499999999998,0.966657,0.488884,0.544439,stair2,50
352,1.533318,2.5666409999999997,0.699993,0.177776,0.855547,0.277775,0.388885,stair2,50
353,2.799972,3.9444049999999997,0.711104,0.311108,0.833325,0.355552,0.355552,stair2,50
354,1.366653,2.533308,0.7333259999999999,0.22221999999999997,0.9444349999999999,0.36666299999999996,0.47777299999999995,stair2,50
355,2.688862,3.7666289999999996,0.6666599999999999,0.144443,0.9333239999999999,0.36666299999999996,0.36666299999999996,stair2,50
356,1.2777649999999998,2.3555319999999997,0.7222149999999999,0.255553,0.822214,0.277775,0.455551,stair2,50
357,2.477753,3.688852,0.699993,0.144443,1.066656,0.36666299999999996,0.411107,stair2,50
358,1.477763,2.577752,0.677771,0.255553,0.844436,0.288886,0.455551,stair2,50
359,2.711084,3.755518,0.677771,0.322219,0.7222149999999999,0.344441,0.422218,stair2,50
360,1.4444299999999999,2.477753,0.6666599999999999,0.22221999999999997,0.8111029999999999,0.288886,0.411107,stair2,50
361,2.6666399999999997,3.7777399999999997,0.766659,0.144443,0.966657,0.344441,0.344441,stair2,50
362,1.399986,2.466642,0.611105,0.177776,0.8888799999999999,0.266664,0.422218,stair2,50
363,2.599974,3.644408,0.766659,0.16666499999999998,0.8777689999999999,0.255553,0.33332999999999996,stair2,50
364,1.477763,2.522197,0.6666599999999999,0.19999799999999998,0.844436,0.288886,0.47777299999999995,stair2,50
365,2.633307,3.7777399999999997,0.677771,0.288886,0.855547,0.33332999999999996,0.36666299999999996,stair2,50
366,1.4444299999999999,2.533308,0.644438,0.16666499999999998,0.922213,0.288886,0.43332899999999996,stair2,50
367,2.699973,3.8888499999999997,0.677771,0.177776,1.011101,0.29999699999999996,0.33332999999999996,stair2,50
368,1.5777619999999999,2.6110849999999997,0.677771,0.177776,0.855547,0.29999699999999996,0.43332899999999996,stair2,50
369,2.7777499999999997,3.7888509999999997,0.6666599999999999,0.322219,0.688882,0.29999699999999996,0.33332999999999996,stair2,50
370,1.4888739999999998,2.544419,0.7222149999999999,0.211109,0.844436,0.29999699999999996,0.511106,stair2,50
371,2.7777499999999997,3.8332949999999997,0.544439,0.322219,0.7333259999999999,0.322219,0.36666299999999996,stair2,50
442,1.2555429999999999,2.3444209999999996,0.7333259999999999,0.22221999999999997,0.8666579999999999,0.322219,0.47777299999999995,stair2,50
443,2.422198,3.4555209999999996,0.833325,0.144443,0.8888799999999999,0.322219,0.39999599999999996,stair2,50
444,0.833325,1.7555379999999998,0.677771,0.211109,0.711104,0.255553,0.388885,stair2,50
445,1.8888699999999998,2.866638,0.766659,0.11110999999999999,0.8666579999999999,0.244442,0.33332999999999996,stair2,50
446,0.77777,1.844426,0.711104,0.16666499999999998,0.899991,0.255553,0.33332999999999996,stair2,50
447,1.9222029999999999,2.8888599999999998,0.8111029999999999,0.11110999999999999,0.855547,0.244442,0.311108,stair2,50
448,0.688882,1.877759,0.7888809999999999,0.22221999999999997,0.966657,0.322219,0.5222169999999999,stair2,50
449,1.899981,2.8777489999999997,0.855547,0.133332,0.844436,0.29999699999999996,0.388885,stair2,50
450,0.7222149999999999,1.877759,0.822214,0.16666499999999998,0.988879,0.322219,0.511106,stair2,50
451,1.9999799999999999,2.99997,0.844436,0.144443,0.855547,0.288886,0.355552,stair2,50
452,0.699993,1.744427,0.711104,0.177776,0.8666579999999999,0.266664,0.377774,stair2,50
453,1.7888709999999999,2.8777489999999997,0.699993,0.177776,0.911102,0.311108,0.388885,stair2,50
454,0.677771,1.7777599999999998,0.7222149999999999,0.19999799999999998,0.899991,0.29999699999999996,0.39999599999999996,stair2,50
455,1.8666479999999999,2.8888599999999998,0.755548,0.09999899999999999,0.922213,0.277775,0.388885,stair2,50
456,2.377754,3.5555199999999996,0.711104,0.22221999999999997,0.9555459999999999,0.288886,0.411107,stair2,50
457,3.6221859999999997,4.688841999999999,0.899991,0.16666499999999998,0.899991,0.344441,0.455551,stair2,50
458,0.8777689999999999,1.9222029999999999,0.699993,0.16666499999999998,0.8777689999999999,0.288886,0.377774,stair2,50
459,1.977758,2.99997,0.8888799999999999,0.155554,0.8666579999999999,0.322219,0.44443999999999995,stair2,50
508,1.3888749999999999,2.466642,0.6666599999999999,0.188887,0.8888799999999999,0.16666499999999998,0.16666499999999998,stair2,50
509,2.5555299999999996,3.5110759999999996,0.7999919999999999,0.177776,0.77777,0.388885,0.455551,stair2,50
510,1.5444289999999998,2.488864,0.7222149999999999,0.188887,0.755548,0.122221,0.122221,stair2,50
511,2.6110849999999997,3.6332969999999998,0.7888809999999999,0.211109,0.8111029999999999,0.388885,0.47777299999999995,stair2,50
512,1.366653,2.433309,0.844436,0.322219,0.7444369999999999,0.11110999999999999,0.11110999999999999,stair2,50
513,2.544419,3.533298,0.711104,0.16666499999999998,0.822214,0.39999599999999996,0.44443999999999995,stair2,50
514,1.477763,2.5555299999999996,0.611105,0.22221999999999997,0.855547,0.155554,0.155554,stair2,50
515,2.688862,3.744407,0.755548,0.19999799999999998,0.855547,0.388885,0.49999499999999997,stair2,50
516,1.4110969999999998,2.488864,0.7222149999999999,0.22221999999999997,0.855547,0.11110999999999999,0.11110999999999999,stair2,50
517,2.5666409999999997,3.644408,0.77777,0.177776,0.899991,0.355552,0.46666199999999997,stair2,50
518,1.633317,2.7666389999999996,0.699993,0.188887,0.9444349999999999,0.11110999999999999,0.11110999999999999,stair2,50
519,2.8888599999999998,3.966627,0.6555489999999999,0.144443,0.9333239999999999,0.377774,0.46666199999999997,stair2,50
520,1.477763,2.6221959999999997,0.7444369999999999,0.211109,0.9333239999999999,0.355552,0.355552,stair2,50
521,2.744417,3.755518,0.711104,0.16666499999999998,0.844436,0.33332999999999996,0.39999599999999996,stair2,50
522,1.4666519999999998,2.533308,0.699993,0.211109,0.855547,0.177776,0.177776,stair2,50
523,2.699973,3.811073,0.822214,0.155554,0.9555459999999999,0.377774,0.47777299999999995,stair2,50
562,1.5777619999999999,2.633307,0.7999919999999999,0.177776,0.8777689999999999,0.322219,0.544439,stair2,50
563,2.844416,3.7888509999999997,0.77777,0.144443,0.7999919999999999,0.39999599999999996,0.511106,stair2,50
564,1.533318,2.588863,0.7222149999999999,0.188887,0.8666579999999999,0.29999699999999996,0.9555459999999999,stair2,50
565,2.644418,3.711074,0.822214,0.46666199999999997,0.5999939999999999,0.411107,0.46666199999999997,stair2,50
38,1.588873,2.422198,0.622216,0.188887,0.644438,0.23333099999999998,0.33332999999999996,stair2,75
39,2.44442,3.2555229999999997,0.633327,0.133332,0.677771,0.23333099999999998,0.33332999999999996,stair2,75
40,1.4110969999999998,2.2999769999999997,0.544439,0.29999699999999996,0.5888829999999999,0.16666499999999998,0.29999699999999996,stair2,75
41,2.288866,3.2444119999999996,0.77777,0.133332,0.822214,0.277775,0.39999599999999996,stair2,75
42,1.9999799999999999,2.8888599999999998,0.677771,0.155554,0.7333259999999999,0.277775,0.388885,stair2,75
43,2.911082,3.7777399999999997,0.699993,0.09999899999999999,0.766659,0.266664,0.377774,stair2,75
44,1.7555379999999998,2.599974,0.5888829999999999,0.16666499999999998,0.677771,0.255553,0.36666299999999996,stair2,75
45,2.633307,3.3999659999999996,0.611105,0.11110999999999999,0.6555489999999999,0.188887,0.244442,stair2,75
46,1.7777599999999998,2.6110849999999997,0.622216,0.155554,0.677771,0.277775,0.355552,stair2,75
47,2.5555299999999996,3.5221869999999997,0.633327,0.133332,0.833325,0.255553,0.377774,stair2,75
48,2.477753,3.2999669999999997,0.633327,0.155554,0.6666599999999999,0.23333099999999998,0.36666299999999996,stair2,75
49,3.322189,4.122180999999999,0.644438,0.122221,0.677771,0.22221999999999997,0.322219,stair2,75
50,1.6777609999999998,2.466642,0.566661,0.144443,0.644438,0.22221999999999997,0.344441,stair2,75
51,2.4555309999999997,3.2555229999999997,0.622216,0.122221,0.677771,0.22221999999999997,0.322219,stair2,75
52,1.6777609999999998,2.466642,0.577772,0.16666499999999998,0.622216,0.244442,0.344441,stair2,75
53,2.4110869999999998,3.2444119999999996,0.6666599999999999,0.155554,0.677771,0.255553,0.355552,stair2,75
54,1.5222069999999999,2.3444209999999996,0.5999939999999999,0.177776,0.644438,0.255553,0.377774,stair2,75
55,2.3444209999999996,3.177746,0.688882,0.122221,0.711104,0.22221999999999997,0.288886,stair2,75
170,0.633327,1.588873,0.711104,0.23333099999999998,0.7222149999999999,0.022222,0.533328,stair2,75
171,1.55554,2.44442,0.677771,0.144443,0.7444369999999999,0.244442,0.29999699999999996,stair2,75
238,0.844436,1.7777599999999998,0.677771,0.133332,0.7999919999999999,0.255553,0.411107,stair2,75
239,1.722205,2.6110849999999997,0.688882,0.133332,0.755548,0.277775,0.388885,stair2,75
240,0.899991,1.744427,0.677771,0.16666499999999998,0.677771,0.244442,0.36666299999999996,stair2,75
241,1.6999829999999998,2.6110849999999997,0.711104,0.188887,0.7222149999999999,0.344441,0.36666299999999996,stair2,75
242,0.822214,1.722205,0.644438,0.155554,0.7444369999999999,0.255553,0.33332999999999996,stair2,75
243,1.66665,2.6110849999999997,0.7222149999999999,0.177776,0.766659,0.33332999999999996,0.47777299999999995,stair2,75
244,0.8888799999999999,1.822204,0.6555489999999999,0.177776,0.755548,0.23333099999999998,0.39999599999999996,stair2,75
245,1.7333159999999999,2.655529,0.699993,0.155554,0.766659,0.311108,0.422218,stair2,75
246,0.833325,1.711094,0.633327,0.144443,0.7333259999999999,0.211109,0.344441,stair2,75
247,1.6222059999999998,2.533308,0.7333259999999999,0.155554,0.755548,0.311108,0.422218,stair2,75
248,0.8666579999999999,1.766649,0.611105,0.155554,0.7444369999999999,0.255553,0.39999599999999996,stair2,75
249,1.722205,2.544419,0.622216,0.144443,0.677771,0.288886,0.39999599999999996,stair2,75
250,0.911102,1.7555379999999998,0.5999939999999999,0.155554,0.688882,0.244442,0.355552,stair2,75
251,1.711094,2.577752,0.633327,0.133332,0.7333259999999999,0.288886,0.377774,stair2,75
252,0.833325,1.766649,0.622216,0.155554,0.77777,0.23333099999999998,0.355552,stair2,75
253,1.6777609999999998,2.588863,0.622216,0.144443,0.766659,0.29999699999999996,0.411107,stair2,75
254,0.855547,1.7333159999999999,0.611105,0.122221,0.755548,0.22221999999999997,0.355552,stair2,75
255,1.711094,2.5666409999999997,0.699993,0.16666499999999998,0.688882,0.288886,0.288886,stair2,75
256,0.911102,1.766649,0.5888829999999999,0.144443,0.711104,0.188887,0.322219,stair2,75
257,1.6999829999999998,2.5666409999999997,0.644438,0.177776,0.688882,0.288886,0.377774,stair2,75
300,0.688882,1.5222069999999999,0.55555,0.155554,0.677771,0.244442,0.355552,stair2,75
301,1.499985,2.33331,0.622216,0.133332,0.699993,0.23333099999999998,0.355552,stair2,75
302,0.8111029999999999,1.6555389999999999,0.5888829999999999,0.177776,0.6666599999999999,0.09999899999999999,0.377774,stair2,75
303,1.644428,2.533308,0.77777,0.144443,0.7444369999999999,0.266664,0.36666299999999996,stair2,75
304,1.22221,2.1888669999999997,0.633327,0.16666499999999998,0.7999919999999999,0.133332,0.411107,stair2,75
305,2.2222,3.122191,0.6555489999999999,0.133332,0.766659,0.266664,0.377774,stair2,75
306,0.688882,1.633317,0.633327,0.16666499999999998,0.77777,0.077777,0.43332899999999996,stair2,75
307,1.566651,2.388865,0.633327,0.155554,0.6666599999999999,0.255553,0.355552,stair2,75
308,0.699993,1.6222059999999998,0.633327,0.22221999999999997,0.699993,0.122221,0.422218,stair2,75
309,1.5777619999999999,2.3999759999999997,0.47777299999999995,0.133332,0.688882,0.22221999999999997,0.355552,stair2,75
310,0.822214,1.7888709999999999,0.622216,0.155554,0.8111029999999999,0.077777,0.422218,stair2,75
311,1.744427,2.6221959999999997,0.644438,0.16666499999999998,0.711104,0.266664,0.388885,stair2,75
312,1.144433,1.9888689999999998,0.611105,0.23333099999999998,0.611105,0.255553,0.388885,stair2,75
313,1.955536,2.922193,0.644438,0.188887,0.77777,0.29999699999999996,0.422218,stair2,75
314,1.1222109999999998,1.9888689999999998,0.622216,0.177776,0.688882,0.277775,0.388885,stair2,75
315,1.955536,2.911082,0.622216,0.133332,0.822214,0.266664,0.77777,stair2,75
316,0.711104,1.6222059999999998,0.5888829999999999,0.155554,0.755548,0.23333099999999998,0.36666299999999996,stair2,75
317,1.5777619999999999,2.33331,0.5222169999999999,0.11110999999999999,0.644438,0.211109,0.311108,stair2,75
372,0.911102,1.66665,0.46666199999999997,0.155554,0.5999939999999999,0.177776,0.277775,stair2,75
373,1.6999829999999998,2.533308,0.47777299999999995,0.077777,0.755548,0.16666499999999998,0.7999919999999999,stair2,75
374,0.855547,1.66665,0.511106,0.16666499999999998,0.644438,0.211109,0.36666299999999996,stair2,75
375,1.633317,2.522197,0.577772,0.144443,0.7444369999999999,0.244442,0.29999699999999996,stair2,75
376,0.9555459999999999,1.7555379999999998,0.533328,0.133332,0.6666599999999999,0.19999799999999998,0.33332999999999996,stair2,75
377,1.744427,2.577752,0.544439,0.144443,0.688882,0.211109,0.266664,stair2,75
378,0.8888799999999999,1.6555389999999999,0.49999499999999997,0.144443,0.622216,0.19999799999999998,0.29999699999999996,stair2,75
379,1.6555389999999999,2.4555309999999997,0.566661,0.133332,0.6666599999999999,0.23333099999999998,0.29999699999999996,stair2,75
380,0.8666579999999999,1.6777609999999998,0.544439,0.155554,0.6555489999999999,0.22221999999999997,0.388885,stair2,75
381,1.66665,2.499975,0.5999939999999999,0.155554,0.677771,0.244442,0.355552,stair2,75
382,0.8777689999999999,1.722205,0.5222169999999999,0.16666499999999998,0.677771,0.22221999999999997,0.322219,stair2,75
383,1.7333159999999999,2.644418,0.533328,0.133332,0.77777,0.255553,0.711104,stair2,75
460,0.855547,1.722205,0.622216,0.155554,0.711104,0.211109,0.344441,stair2,75
461,1.6555389999999999,2.466642,0.711104,0.133332,0.677771,0.22221999999999997,0.33332999999999996,stair2,75
462,0.766659,1.6222059999999998,0.633327,0.155554,0.699993,0.255553,0.355552,stair2,75
463,1.588873,2.4110869999999998,0.755548,0.155554,0.6666599999999999,0.23333099999999998,0.33332999999999996,stair2,75
464,0.988879,1.7333159999999999,0.533328,0.11110999999999999,0.633327,0.133332,0.244442,stair2,75
465,1.6999829999999998,2.533308,0.711104,0.16666499999999998,0.6666599999999999,0.244442,0.33332999999999996,stair2,75
466,0.8666579999999999,1.722205,0.611105,0.144443,0.711104,0.255553,0.39999599999999996,stair2,75
467,1.688872,2.5110859999999997,0.7444369999999999,0.133332,0.688882,0.23333099999999998,0.29999699999999996,stair2,75
468,0.8666579999999999,1.6777609999999998,0.577772,0.09999899999999999,0.711104,0.22221999999999997,0.29999699999999996,stair2,75
469,1.6555389999999999,2.522197,0.7444369999999999,0.033333,0.833325,0.23333099999999998,0.355552,stair2,75
524,0.9333239999999999,1.799982,0.5999939999999999,0.144443,0.7222149999999999,0.133332,0.355552,stair2,75
525,1.7888709999999999,2.533308,0.622216,0.133332,0.611105,0.277775,0.377774,stair2,75
526,0.899991,1.6999829999999998,0.622216,0.177776,0.622216,0.23333099999999998,0.355552,stair2,75
527,1.6777609999999998,2.477753,0.611105,0.144443,0.6555489999999999,0.29999699999999996,0.411107,stair2,75
528,1.033323,1.8888699999999998,0.544439,0.155554,0.699993,0.16666499999999998,0.33332999999999996,stair2,75
529,1.844426,2.644418,0.533328,0.11110999999999999,0.688882,0.266664,0.36666299999999996,stair2,75
531,1.844426,2.5666409999999997,0.47777299999999995,0.11110999999999999,0.611105,0.255553,0.33332999999999996,stair2,75
532,0.9333239999999999,1.7888709999999999,0.566661,0.144443,0.711104,0.22221999999999997,0.322219,stair2,75
533,1.766649,2.5555299999999996,0.5999939999999999,0.155554,0.633327,0.277775,0.355552,stair2,75
534,0.9333239999999999,1.766649,0.5888829999999999,0.177776,0.6555489999999999,0.266664,0.36666299999999996,stair2,75
535,1.799982,2.577752,0.5999939999999999,0.122221,0.6555489999999999,0.277775,0.29999699999999996,stair2,75
536,0.9999899999999999,1.8888699999999998,0.611105,0.144443,0.7444369999999999,0.211109,0.422218,stair2,75
537,1.899981,2.633307,0.544439,0.077777,0.6555489999999999,0.266664,0.355552,stair2,75
538,0.911102,1.711094,0.544439,0.09999899999999999,0.699993,0.244442,0.36666299999999996,stair2,75
539,1.6999829999999998,2.5110859999999997,0.5222169999999999,0.133332,0.677771,0.277775,0.36666299999999996,stair2,75
540,0.8666579999999999,1.688872,0.533328,0.144443,0.677771,0.244442,0.344441,stair2,75
541,1.711094,2.533308,0.5888829999999999,0.09999899999999999,0.7222149999999999,0.29999699999999996,0.39999599999999996,stair2,75
566,0.7333259999999999,1.855537,0.7222149999999999,0.177776,0.9444349999999999,0.288886,0.899991,stair2,75
567,1.5999839999999999,2.5110859999999997,0.766659,0.411107,0.49999499999999997,0.288886,0.39999599999999996,stair2,75
568,0.711104,1.933314,0.6555489999999999,0.388885,0.833325,0.29999699999999996,0.9999899999999999,stair2,75
569,1.66665,2.588863,0.899991,0.266664,0.6555489999999999,0.344441,0.39999599999999996,stair2,75
56,1.66665,2.3444209999999996,0.5222169999999999,0.11110999999999999,0.566661,0.188887,0.288886,stair2,100
57,2.311088,2.9888589999999997,0.544439,0.16666499999999998,0.511106,0.144443,0.177776,stair2,100
58,1.344431,1.955536,0.43332899999999996,0.05555499999999999,0.55555,0.133332,0.23333099999999998,stair2,100
59,1.9110919999999998,2.5555299999999996,0.511106,0.09999899999999999,0.544439,0.144443,0.211109,stair2,100
60,1.511096,2.255533,0.43332899999999996,0.122221,0.622216,0.188887,0.288886,stair2,100
61,2.166645,2.811083,0.533328,0.09999899999999999,0.544439,0.144443,0.23333099999999998,stair2,100
62,2.066646,2.733306,0.49999499999999997,0.05555499999999999,0.611105,0.133332,0.255553,stair2,100
63,2.699973,3.388855,0.577772,0.122221,0.566661,0.177776,0.266664,stair2,100
64,1.977758,2.5666409999999997,0.46666199999999997,0.077777,0.511106,0.122221,0.177776,stair2,100
65,2.522197,3.233301,0.577772,0.144443,0.566661,0.22221999999999997,0.277775,stair2,100
66,2.4110869999999998,3.055525,0.44443999999999995,0.05555499999999999,0.5888829999999999,0.133332,0.23333099999999998,stair2,100
67,3.022192,3.744407,0.622216,0.144443,0.577772,0.19999799999999998,0.699993,stair2,100
68,2.133312,2.7666389999999996,0.44443999999999995,0.044444,0.5888829999999999,0.122221,0.211109,stair2,100
69,2.733306,3.3999659999999996,0.566661,0.088888,0.577772,0.16666499999999998,0.22221999999999997,stair2,100
70,1.9999799999999999,2.633307,0.47777299999999995,0.11110999999999999,0.5222169999999999,0.144443,0.22221999999999997,stair2,100
71,2.599974,3.288856,0.533328,0.122221,0.566661,0.177776,0.22221999999999997,stair2,100
114,2.588863,3.344411,0.46666199999999997,0.11110999999999999,0.644438,0.155554,0.633327,stair2,100
115,3.344411,3.966627,0.411107,0.044444,0.577772,0.077777,0.133332,stair2,100
116,1.233321,2.0333129999999997,0.511106,0.122221,0.677771,0.19999799999999998,0.6666599999999999,stair2,100
117,1.8666479999999999,2.644418,0.566661,0.133332,0.644438,0.23333099999999998,0.288886,stair2,100
118,0.711104,1.433319,0.49999499999999997,0.144443,0.577772,0.22221999999999997,0.255553,stair2,100
119,1.399986,2.066646,0.55555,0.133332,0.533328,0.22221999999999997,0.277775,stair2,100
120,1.22221,2.011091,0.44443999999999995,0.088888,0.699993,0.144443,0.23333099999999998,stair2,100
121,1.8333149999999998,2.6110849999999997,0.566661,0.133332,0.644438,0.22221999999999997,0.29999699999999996,stair2,100
122,1.22221,2.077757,0.533328,0.133332,0.7222149999999999,0.211109,0.7222149999999999,stair2,100
123,1.9110919999999998,2.699973,0.5888829999999999,0.177776,0.611105,0.244442,0.322219,stair2,100
124,1.1777659999999999,2.044424,0.544439,0.155554,0.711104,0.22221999999999997,0.7222149999999999,stair2,100
125,1.8666479999999999,2.5666409999999997,0.533328,0.16666499999999998,0.533328,0.23333099999999998,0.277775,stair2,100
126,1.0999889999999999,1.8333149999999998,0.5222169999999999,0.155554,0.577772,0.211109,0.711104,stair2,100
127,1.822204,2.499975,0.5888829999999999,0.155554,0.5222169999999999,0.23333099999999998,0.288886,stair2,100
128,1.322209,2.466642,0.5222169999999999,0.144443,0.9999899999999999,0.211109,0.755548,stair2,100
129,1.9888689999999998,2.711084,0.5999939999999999,0.188887,0.533328,0.244442,0.29999699999999996,stair2,100
130,1.288876,2.0333129999999997,0.511106,0.16666499999999998,0.577772,0.22221999999999997,0.711104,stair2,100
131,1.977758,2.688862,0.577772,0.155554,0.55555,0.266664,0.322219,stair2,100
172,0.5888829999999999,1.211099,0.388885,0.122221,0.49999499999999997,0.05555499999999999,0.23333099999999998,stair2,100
173,1.233321,1.8666479999999999,0.488884,0.09999899999999999,0.533328,0.16666499999999998,0.277775,stair2,100
174,0.488884,1.1999879999999998,0.488884,0.144443,0.566661,0.122221,0.36666299999999996,stair2,100
175,1.211099,1.8110929999999998,0.46666199999999997,0.11110999999999999,0.488884,0.155554,0.22221999999999997,stair2,100
258,0.622216,1.3110979999999999,0.455551,0.05555499999999999,0.633327,0.133332,0.244442,stair2,100
259,1.266654,1.977758,0.577772,0.11110999999999999,0.5999939999999999,0.188887,0.244442,stair2,100
260,0.6555489999999999,1.3888749999999999,0.488884,0.088888,0.644438,0.177776,0.255553,stair2,100
261,1.299987,2.066646,0.611105,0.11110999999999999,0.6555489999999999,0.19999799999999998,0.311108,stair2,100
262,0.7999919999999999,1.3888749999999999,0.39999599999999996,0.05555499999999999,0.533328,0.09999899999999999,0.19999799999999998,stair2,100
263,1.322209,2.0333129999999997,0.566661,0.155554,0.55555,0.211109,0.311108,stair2,100
264,0.7333259999999999,1.355542,0.422218,0.066666,0.55555,0.11110999999999999,0.19999799999999998,stair2,100
265,1.288876,2.077757,0.577772,0.133332,0.6555489999999999,0.211109,0.255553,stair2,100
266,0.699993,1.355542,0.422218,0.05555499999999999,0.5999939999999999,0.11110999999999999,0.23333099999999998,stair2,100
267,1.2777649999999998,2.022202,0.5888829999999999,0.133332,0.611105,0.244442,0.288886,stair2,100
268,0.688882,1.377764,0.455551,0.05555499999999999,0.633327,0.122221,0.22221999999999997,stair2,100
269,1.288876,2.0333129999999997,0.5888829999999999,0.144443,0.5999939999999999,0.244442,0.277775,stair2,100
270,0.677771,1.3888749999999999,0.47777299999999995,0.066666,0.644438,0.122221,0.266664,stair2,100
271,1.344431,2.044424,0.577772,0.09999899999999999,0.5999939999999999,0.211109,0.255553,stair2,100
272,0.7444369999999999,1.377764,0.455551,0.05555499999999999,0.577772,0.09999899999999999,0.211109,stair2,100
273,1.322209,2.0888679999999997,0.611105,0.155554,0.611105,0.244442,0.277775,stair2,100
318,0.6666599999999999,1.533318,0.322219,0.066666,0.7999919999999999,0.177776,0.311108,stair2,100
